Product_Name,Brand,RAM,Offer,Ratings,Selling_Price,Total,Processor_Brand,Processor
HP Ryzen 9 Octa Core 6900HX ,HP,32 GB,13% ,4.2,154490,178167,AMD,AMD Ryzen 9 Octa Core Processor
MSI Core i5 11th Gen ,MSI,8 GB,26% ,4.2,41990,56990,Intel,Intel Core i5 Processor (11th Gen)
HP Pavilion Intel Core i5 11th Gen ,HP,16 GB,13% ,3.9,73680,84841,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Legion 5 Pro AMD Ryzen 7 Octa Core 5800H ,Lenovo,32 GB,27% ,4.2,181990,251890,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
MSI Core i7 13th Gen ,MSI,32 GB,21% ,4.2,219990,279990,Intel,Intel Core i7 Processor (13th Gen)
DELL Inspiron Core i5 12th Gen ,DELL,16GB,18% ,3.9,82007,100393,Processor:,Processor: Intel i5-1235U (Base- 3.30 GHz & Turbo up to 4.40 GHz) 10 Cores
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen ,Lenovo,8 GB,41% ,4.0,35990,61390,Intel,Intel Core i3 Processor (11th Gen)
MSI Core i5 12th Gen ,MSI,8 GB,32% ,4.1,45990,67990,Intel,Intel Core i5 Processor (12th Gen)
DELL Ryzen 5 Hexa Core 5625U ,DELL,8 GB,20% ,4.1,55990,70250,AMD,AMD Ryzen 5 Hexa Core Processor
HP G Series Core i3 10th Gen ,HP,4 GB,13% ,4.3,37990,44072,Intel,Intel Core i3 Processor (10th Gen)
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
Lenovo V15 Core i5 11th Gen ,Lenovo,8 GB,39% ,3.9,48990,81450,Intel,Intel Core i5 Processor (11th Gen)
HP Victus Core i5 11th Gen ,HP,8 GB,18% ,4.2,58990,72526,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Lenovo Ideapad AMD Ryzen 5 Hexa Core 5500U ,Lenovo,8 GB,35% ,4.5,44300,68990,AMD,AMD Ryzen 5 Hexa Core Processor
DELL G15 Core i5 12th Gen ,DELL,8 GB,37% ,4.2,69990,112400,Intel,Intel Core i5 Processor (12th Gen)
Lenovo IdeaPad Flex 5 Core i5 12th Gen ,Lenovo,8 GB,23% ,4.2,71990,93690,Intel,Intel Core i5 Processor (12th Gen)
ASUS ROG Strix SCAR 17 (2023) with 90WHr Battery Ryzen 9 Octa Core 7945HX ,ASUS,16 GB,16% ,4.2,269990,323990,AMD,AMD Ryzen 9 Octa Core Processor
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
DELL Inspiron Ryzen 3 Dual Core 3250U ,DELL,8 GB,25% ,4.0,36990,49613,AMD,AMD Ryzen 3 Dual Core Processor
MSI Raider GE66 Core i7 12th Gen ,MSI,16 GB,12% ,4.2,244990,279990,Intel,Intel Core i7 Processor (12th Gen)
HP Ryzen 5 Hexa Core 5500U ,HP,8 GB,17% ,4.4,40990,49631,AMD,AMD Ryzen 5 Hexa Core Processor
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
ASUS VivoBook 15 (2022) Core i3 10th Gen ,ASUS,8 GB,29% ,4.3,35990,50990,Intel,Intel Core i3 Processor (10th Gen)
GIGABYTE AERO 5 KE4 Core i7 12th Gen ,GIGABYTE,16 GB,8% ,4.2,149990,163953,Intel,Intel Core i7 Processor (12th Gen)
Lenovo Thinkbook Core i5 12th Gen ,Lenovo,8 GB,18% ,4.2,51990,64029,Intel,Intel Core i5 Processor (12th Gen)
HP 15s (2023) Intel Core i3 13th Gen ,HP,8 GB,13% ,3.8,46990,54512,Intel,Intel Core i3 Processor (13th Gen)
DELL Inspiron Ryzen 5 Hexa Core 5625U ,DELL,8 GB,21% ,4.2,78061,98833,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS ,ASUS,16 GB,23% ,4.2,159990,207990,AMD,AMD Ryzen 9 Octa Core Processor
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
MSI Core i7 12th Gen ,MSI,16 GB,17% ,3.8,129490,156990,Intel,Intel Core i7 Processor (12th Gen)
MSI Core i5 12th Gen ,MSI,16 GB,27% ,4.1,48990,67990,Intel,Intel Core i5 Processor (12th Gen)
ASUS ROG Zephyrus G15 (2022) Ryzen 9 Octa Core 6900HS ,ASUS,16 GB,24% ,4.2,191990,254990,AMD,AMD Ryzen 9 Octa Core Processor
HP Omen Core i7 12th Gen ,HP,32 GB,16% ,4.2,193499,232324,Intel,Intel Core i7 Processor (12th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
MSI GP76 Core i7 11th Gen ,MSI,16 GB,10% ,4.4,180990,201990,Pre-installed,Pre-installed Genuine Windows 10 Home OS
Acer Predator (2023) Core i7 13th Gen ,Acer,32 GB,14% ,4.2,199990,232999,Intel,Intel Core i7 Processor (13th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
ASUS VivoBook 15 (2022) Core i3 10th Gen ,ASUS,8 GB,26% ,4.3,33990,45990,Intel,Intel Core i3 Processor (10th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,37% ,4.2,27990,44990,Intel,Intel Core i3 Processor (10th Gen)
DELL Vostro Core i3 11th Gen ,DELL,8 GB,29% ,4.2,38990,55347,Intel,Intel Core i3 Processor (11th Gen)
ASUS VivoBook Ultra Ryzen 7 Octa Core AMD R7,ASUS,8 GB,31% ,4.3,57990,84990,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX ,ASUS,32 GB,16% ,4.2,391990,467990,AMD,AMD Ryzen 9 Octa Core Processor
DELL Inspiron Core i5 11th Gen ,DELL,8 GB,24% ,4.2,62490,83035,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.1,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
MSI Core i5 13th Gen ,MSI,8 GB,23% ,4.3,53990,70990,Intel,Intel Core i5 Processor (13th Gen)
ASUS Vivobook 16 (2023) Core i5 13th Gen ,ASUS,16 GB,23% ,4.2,64990,84990,Intel,Intel Core i5 Processor (13th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
APPLE 2021 Macbook Pro M1 Max ,APPLE,32 GB,6% ,4.4,309490,329900,Apple,Apple M1 Max Processor
Lenovo IdeaPad Slim 3 Intel Core i5 11th Gen ,Lenovo,16 GB,42% ,4.2,48990,84590,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad 3 Intel Core i5 11th Gen ,Lenovo,8 GB,30% ,4.2,44990,64290,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Yoga Slim 7 Pro Intel Evo Core i5 11th Gen ,Lenovo,16 GB,35% ,4.2,68990,107690,Intel,Intel Core i5 Processor (11th Gen)
ASUS Zenbook 14 OLED (2023) Touchscreen Intel EVO P,ASUS,16 GB,29% ,4.2,102219,145000,Intel,Intel Core i5 Processor (13th Gen)
Lenovo IdeaPad 3 Intel Core i5 12th Gen ,Lenovo,16 GB,33% ,4.2,54990,82490,Intel,Intel Core i5 Processor (12th Gen)
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen ,Lenovo,8 GB,39% ,4.1,38990,64290,Intel,Intel Core i3 Processor (12th Gen)
DELL Core i7 11th Gen ,DELL,16GB,19% ,4.1,103490,128665,Processor:,Processor: Intel i7-11800H- (2.30 GHz up to 4.60 GHz) 16MB L3
ASUS Vivobook 15 Ryzen 7 Octa Core 5800H ,ASUS,16 GB,32% ,3.5,55990,82990,AMD,AMD Ryzen 7 Octa Core Processor
HP Ryzen 5 Hexa Core 5500U ,HP,16 GB,20% ,4.3,46999,59241,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS TUF Gaming F15 Core i5 10th Gen ,ASUS,8 GB,17% ,4.5,66990,80990,Intel,Intel Core i5 Processor (10th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
HP Spectre Eyesafe Intel Evo Core i7 12th Gen ,HP,16 GB,24% ,4.2,109990,146135,Intel,Intel Core i7 Processor (12th Gen)
ASUS ROG Strix G15 Advantage Edition with 90Whr Battery Ryzen 9 Octa Core 5980HX ,ASUS,16 GB,39% ,4.2,119990,197990,AMD,AMD Ryzen 9 Octa Core Processor
HP Chromebook MediaTek Kompanio 500 ,HP,4 GB,33% ,3.8,16990,25451,MediaTek,MediaTek MediaTek Kompanio 500 Processor
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Acer Predator Helios 300 Core i7 12th Gen ,Acer,16 GB,16% ,4.2,149990,179999,Intel,Intel Core i7 Processor (12th Gen)
ASUS VivoBook Flip 14 Core i5 11th Gen ,ASUS,8 GB,12% ,4.2,60990,69990,Intel,Intel Core i5 Processor (11th Gen)
DELL Inspiron Core i5 11th Gen ,DELL,8 GB,30% ,4.0,59990,85900,Intel,Intel Core i5 Processor (11th Gen)
ASUS Ryzen 5 Octa Core ,ASUS,8 GB,33% ,4.2,45990,69500,AMD,AMD Ryzen 5 Octa Core Processor
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,44% ,4.2,17990,32295,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,32% ,4.1,23490,34990,Intel,Intel Celeron Quad Core Processor (11th Gen)
DELL G15 Ryzen 7 Octa Core 5800H ,DELL,16 GB,21% ,4.4,88990,113162,NVIDIA,NVIDIA GEFORCE RTX 3050
DELL G15 Core i7 11th Gen ,DELL,16 GB,24% ,4.5,99000,131719,Intel,Intel Core i7 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
ALIENWARE Core i7 10th Gen ,ALIENWARE,16 GB,14% ,4.0,250000,293080,NVIDIA,NVIDIA GeForce RTX 2070
DELL Ryzen 7 Octa Core AMD R7,DELL,16 GB,28% ,4.4,86769,121935,NVIDIA,NVIDIA RTX 3050 Graphics upto 90W TGP
ASUS ROG Zephyrus M16 (2022) with 90Whr Battery Core i7 12th Gen ,ASUS,16 GB,31% ,5.0,155580,227990,Intel,Intel Core i7 Processor (12th Gen)
MSI Core i5 12th Gen ,MSI,16 GB,25% ,4.2,82990,111990,Intel,Intel Core i5 Processor (12th Gen)
HP Chromebook x360 Intel Celeron Quad Core ,HP,4 GB,44% ,3.7,17990,32295,Intel,Intel Celeron Quad Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
ASUS Vivobook S 14 Flip (2023) Core i5 13th Gen ,ASUS,16 GB,24% ,4.2,74990,98990,Intel,Intel Core i5 Processor (13th Gen)
HP Victus Gaming Ryzen 7 Octa Core 5800H ,HP,16 GB,19% ,4.2,76990,95554,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
"ASUS Vivobook 16X (2023) For Creator, Intel H",ASUS,16 GB,24% ,4.2,69990,92990,Intel,Intel Core i5 Processor (12th Gen)
DELL Core i5 12th Gen ,DELL,8 GB,26% ,4.2,67990,92390,Intel,Intel Core i5 Processor (12th Gen)
Acer Swift 3 Ryzen 5 Hexa Core 5500U ,Acer,8 GB,37% ,4.5,55990,89999,AMD,AMD Ryzen 5 Hexa Core Processor
HP Spectre x360 (2023) Eyesafe Intel Evo Core i7 13th Gen ,HP,16 GB,13% ,4.2,145490,168617,Intel,Intel Core i7 Processor (13th Gen)
HP Chromebook MediaTek Kompanio 500 ,HP,4 GB,33% ,3.8,16990,25451,MediaTek,MediaTek MediaTek Kompanio 500 Processor
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
DELL Alienware Core i7 12th Gen ,DELL,16 GB,23% ,4.2,246490,320926,Intel,Intel Core i7 Processor (12th Gen)
DELL Inspiron Ryzen 5 Hexa Core 5625U ,DELL,8 GB,20% ,4.7,54990,68782,AMD,AMD Ryzen 5 Hexa Core Processor
Infinix INBook X1 Neo Series Celeron Quad Core ,Infinix,4 GB,26% ,4.1,21990,29990,Intel,Intel Celeron Quad Core Processor
HP Chromebook x360 Intel Celeron Dual Core ,HP,4 GB,44% ,4.2,17990,32295,Intel,Intel Celeron Dual Core Processor
ASUS Zenbook 14X OLED Space Edition Touchscreen Intel H,ASUS,32 GB,22% ,4.2,159990,206990,Intel,Intel Core i9 Processor (12th Gen)
ASUS Vivobook Go 14 (2023) Intel ,ASUS,8 GB,29% ,4.2,35990,50990,Intel,Intel Core i3 Processor
DELL Core i5 11th Gen ,DELL,8 GB,21% ,4.2,70430,89902,Intel,Intel Core i5 Processor (11th Gen)
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,32% ,4.1,23490,34990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Acer Swift X Core i7 11th Gen ,Acer,16 GB,14% ,4.2,114990,134999,Intel,Intel Core i7 Processor (11th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,42% ,4.2,28990,49990,Intel,Intel Core i3 Processor (10th Gen)
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,Infinix,8 GB,37% ,4.2,24990,39990,Intel,Intel Celeron Quad Core Processor (11th Gen)
HP Chromebook x360 Intel Celeron Quad Core ,HP,4 GB,44% ,3.7,17990,32295,Intel,Intel Celeron Quad Core Processor
ASUS TUF Gaming F15 Core i5 10th Gen ,ASUS,8 GB,28% ,4.2,55990,77990,Intel,Intel Core i5 Processor (10th Gen)
Infinix X1 Slim Series Core i5 10th Gen ,Infinix,8 GB,38% ,4.2,36990,59999,Intel,Intel Core i5 Processor (10th Gen)
GIGABYTE AERO 5 XE4 Core i7 12th Gen ,GIGABYTE,16 GB,4% ,4.2,193990,203624,Intel,Intel Core i7 Processor (12th Gen)
Infinix INBook X2 Plus Core i5 11th Gen ,Infinix,16 GB,35% ,4.3,38990,59990,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
Acer Nitro 5 (2023) Ryzen 7 Octa Core 7735HS ,Acer,16 GB,26% ,5.0,79990,108999,AMD,AMD Ryzen 7 Octa Core Processor
ASUS Vivobook Go 15 OLED (2023) Ryzen 5 Quad Core 7520U ,ASUS,16 GB,26% ,4.2,59155,79990,AMD,AMD Ryzen 5 Quad Core Processor
HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U ,HP,16 GB,15% ,4.3,67990,80314,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS ROG Flow X13 (2022) with Radeon RX 6850M XT eGPU Ryzen 7 Octa Core 6800HS ,ASUS,32 GB,22% ,4.2,264990,341990,AMD,AMD Ryzen 7 Octa Core Processor
DELL Core i3 11th Gen ,DELL,8 GB,23% ,4.2,45990,60441,Intel,Intel Core i3 Processor (11th Gen)
MSI Core i5 12th Gen ,MSI,16 GB,17% ,4.2,71990,86990,Intel,Intel Core i5 Processor (12th Gen)
Lenovo ThinkPad E14 Core i3 12th Gen ,Lenovo,8 GB,38% ,3.7,52999,85999,Intel,Intel Core i3 Processor (12th Gen)
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Intel Core i5 12th Gen ,Lenovo,8 GB,33% ,4.2,56479,85290,Intel,Intel Core i5 Processor (12th Gen)
MSI Modern 14 Core i7 11th Gen ,MSI,8 GB,15% ,4.8,75990,89990,Intel,Intel Core i7 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,37% ,4.3,58990,93690,Intel,Intel Core i5 Processor (11th Gen)
DELL Ryzen 7 Octa Core AMD R7,DELL,16 GB,11% ,4.2,105990,120056,AMD,AMD Ryzen 7 Octa Core Processor
"ASUS Vivobook Pro 16 OLED (2023) For Creator, Intel H",ASUS,16 GB,17% ,4.0,159990,194990,Intel,Intel Core i9 Processor (13th Gen)
DELL Inspiron 3511 Core i3 11th Gen ,DELL,8 GB,32% ,4.7,40990,60371,Intel,Intel Core i3 Processor (11th Gen)
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.1,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
HP Victus Ryzen 7 Octa Core 5800H ,HP,16 GB,23% ,4.2,107990,140347,AMD,AMD Ryzen 7 Octa Core Processor
HP Core i3 11th Gen ,HP,8 GB,26% ,4.2,39990,54051,Intel,Intel Core i3 Processor (11th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,42% ,4.2,28990,49990,Intel,Intel Core i3 Processor (10th Gen)
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen ,ASUS,8 GB,30% ,4.3,40990,58990,Intel,Intel Core i3 Processor (11th Gen)
ASUS Zenbook 14 OLED (2023) Ryzen 7 Octa Core 7730U ,ASUS,16 GB,18% ,4.2,104990,128990,AMD,AMD Ryzen 7 Octa Core Processor
ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS ,ASUS,16 GB,20% ,4.2,161990,204990,AMD,AMD Ryzen 9 Octa Core Processor
DELL Vostro Core i3 11th Gen ,DELL,4 GB,33% ,3.7,39990,59781,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
"ASUS Vivobook 16X (2023) For Creator, Intel H",ASUS,16 GB,24% ,4.2,69990,92990,Intel,Intel Core i5 Processor (12th Gen)
MSI Core i7 11th Gen ,MSI,8 GB,33% ,4.3,59990,89990,Intel,Intel Core i7 Processor (11th Gen)
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
HP Pavilion Ryzen 5 Hexa Core 5500U ,HP,8 GB,23% ,4.2,51800,67931,AMD,AMD Ryzen 5 Hexa Core Processor
Acer ConceptD 5 Core i5 8th Gen ,Acer,8 GB,22% ,4.2,92990,119999,Intel,Intel Core i5 Processor (8th Gen)
HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen ,HP,32 GB,13% ,4.2,184490,213582,Intel,Intel Core i7 Processor (13th Gen)
MSI Core i5 12th Gen ,MSI,16 GB,32% ,4.8,77990,114990,Intel,Intel Core i5 Processor (12th Gen)
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
DELL Core i5 11th Gen ,DELL,8 GB,28% ,4.0,53490,74619,Intel,Intel Core i5 Processor (11th Gen)
ASUS Vivobook Go 14 (2023) Ryzen 3 Quad Core 7320U ,ASUS,8 GB,27% ,4.2,36815,50990,AMD,AMD Ryzen 3 Quad Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H ,Lenovo,16 GB,43% ,4.5,65990,116090,AMD,AMD Ryzen 7 Octa Core Processor
Infinix X2 Slim Intel Core i3 11th Gen ,Infinix,8 GB,40% ,4.3,29990,49990,Intel,Intel Core i3 Processor (11th Gen)
Avita Liber Core i7 8th Gen ,Avita,8 GB,15% ,4.2,67990,79990,Intel,Intel Core i7 Processor (8th Gen)
HP 15s Ryzen 3 Dual Core 3250U ,HP,8 GB,21% ,4.3,37290,47600,AMD,AMD Ryzen 3 Dual Core Processor
DELL Alienware Core i7 12th Gen ,DELL,32 GB,23% ,4.2,280490,365284,Intel,Intel Core i7 Processor (12th Gen)
Infinix INBook Y1 Plus Intel Core i3 10th Gen ,Infinix,8 GB,42% ,4.2,28990,49990,Intel,Intel Core i3 Processor (10th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS ,ASUS,32 GB,26% ,4.2,157900,213990,AMD,AMD Ryzen 7 Octa Core Processor
DELL Ryzen 5 Hexa Core AMD R5,DELL,16GB,36% ,4.2,69990,109707,Processor:,Processor: AMDR5-6600H (3.30 GHz Up to 4.50 Ghz 6 cores 16MB L3 Cache)
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen ,Lenovo,8 GB,32% ,4.2,47990,70790,Intel,Intel Core i5 Processor (11th Gen)
Lenovo Core i5 11th Gen ,Lenovo,8 GB,24% ,4.6,49999,66470,Intel,Intel Core i5 Processor (11th Gen)
Infinix X1 Slim Series Core i3 10th Gen ,Infinix,8 GB,28% ,4.2,35990,49999,Intel,Intel Core i3 Processor (10th Gen)
MSI Prestige 14 Intel EVO Core i5 11th Gen ,MSI,16 GB,27% ,4.2,69990,95990,Intel,Intel Core i5 Processor (11th Gen)
ASUS ROG Flow X13 Ryzen 7 Octa Core 6800HS ,ASUS,32 GB,26% ,4.2,147990,201990,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad 3 Core i3 11th Gen ,Lenovo,8 GB,43% ,4.1,33990,60090,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,Lenovo,8 GB,27% ,4.5,74990,103490,AMD,AMD Ryzen 7 Octa Core Processor
Lenovo IdeaPad 3 Intel Core i3 11th Gen ,Lenovo,8 GB,33% ,4.2,36950,55490,Intel,Intel Core i3 Processor (11th Gen)
Lenovo IdeaPad 3 Core i3 12th Gen ,Lenovo,8 GB,41% ,4.2,38990,66390,Intel,Intel Core i3 Processor (12th Gen)
Acer Intel EVO Swift 5 Core i5 11th Gen ,Acer,8 GB,27% ,4.8,79990,109999,Intel,Intel Core i5 Processor (11th Gen)
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H ,Lenovo,8 GB,36% ,3.8,66490,104890,AMD,AMD Ryzen 5 Hexa Core Processor
ASUS Vivobook Go 15 (2023) Ryzen 5 Quad Core 7520U ,ASUS,8 GB,30% ,4.0,43990,62990,AMD,AMD Ryzen 5 Quad Core Processor
ASUS Core i3 13th Gen ,ASUS,8 GB,26% ,4.2,43990,59990,Intel,Intel Core i3 Processor (13th Gen)
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,Lenovo,4 GB,52% ,3.7,18990,39990,Intel,Intel Celeron Dual Core Processor
Infinix Y1 Plus Neo (2023) Celeron Quad Core 11th Gen ,Infinix,4 GB,30% ,4.2,20990,29990,Intel,Intel Celeron Quad Core Processor (11th Gen)
